model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,80,1280,6400,0,0,0.006234870640837121,-0.0035468336842091053,0.002806526433274037,0.006975177891772192,0,none,,,2.1187151943553637,none
particle,25,1,1,80,1280,6400,0,0,0.0007379511238584143,0.003020554611925741,0.00016075011024831574,-0.0024433535983156424,0,none,,,2.085493830466548,none
franken,25,1,1,80,1280,6400,0,0,0.003365162570250082,-0.014613813694290323,0.0013657711831863459,0.016613205081354058,0,none,,,2.098265350628885,none
ideal,25,1,2,80,1280,6400,0,0,0.003388003841379199,0.02051987270155428,0.0009385909710666791,-0.018070459831241763,0,none,,,1.5065291639095737,none
particle,25,1,2,80,1280,6400,0,0,0.9174041037985583,-0.5842981699030073,0.6367826694971529,0.864919604204413,0,none,0.622335098,,2.4594800408145168,none
franken,25,1,2,80,1280,6400,0,0,0.9736566076052028,-0.5862334942528108,0.683575555190209,0.8763145466678046,0,none,0.282031967,,2.5020126042250546,none
ideal,25,1,3,80,1280,6400,0,0,0.0038147472173387003,0.0012902758334144004,0.0010777803447051433,0.0014466910392191565,0,none,,,1.6005853986793963,none
particle,25,1,3,80,1280,6400,0,0,1.0682361565892518,-0.4891744597995764,0.8189839830070696,0.7384266333817582,0,none,0.073510169,,2.162808395594288,none
franken,25,1,3,80,1280,6400,0,0,1.0106643350636206,-0.48755583797918994,0.7587528831759105,0.7394672898669,0,none,0.013824523,,2.097436148790206,none
ideal,25,1,4,80,1280,6400,0,0,0.004602541589728061,0.014221397824569798,0.0006263426027992312,-0.010245198837640971,0,none,,,1.5022254741667969,none
particle,25,1,4,80,1280,6400,0,0,4.986204975911634,-0.44474631409400045,4.745250239277997,0.6857010507276373,0,none,0.103132816,,3.5345008699451053,none
franken,25,1,4,80,1280,6400,0,0,4.975377790383129,-0.4798638900702197,4.726367382520755,0.728874297932594,0,none,0.01967751,,3.593731253802659,none
ideal,25,1,5,80,1280,6400,0,0,0.005389116764421903,0.007605526685499242,0.0011063756969339918,-0.003322785618011331,0,none,,,1.4901898413410788,none
particle,25,1,5,80,1280,6400,0,0,1.378202194400804,-0.4052921737611976,1.1483554100398718,0.6351389581221295,0,none,0.065764081,,2.3853672360997042,none
franken,25,1,5,80,1280,6400,0,0,0.9360501758152913,-0.44329773583671983,0.6990128915205887,0.6803350201314227,0,none,0.013260777,,2.2243107241594933,none
ideal,25,1,6,80,1280,6400,0,0,0.003918966698867822,-0.003037995674100763,0.0011655001096593349,0.00579146226330925,0,none,,,1.7274833365281654,none
particle,25,1,6,80,1280,6400,0,0,1.8213658365105019,-0.4679344006034887,1.576049587450589,0.7132506496634017,0,none,0.12936474,,3.1229455916650126,none
franken,25,1,6,80,1280,6400,0,0,1.5650578416418197,-0.45670102941202884,1.3170809660622447,0.704677904991604,0,none,0.014636241,,2.891096934807215,none
ideal,25,1,7,80,1280,6400,0,0,0.004618884955611971,0.0020541479175200383,0.0013321475764344049,0.0012325894616575259,0,none,,,2.2407126112482647,none
particle,25,1,7,80,1280,6400,0,0,1.8711374573262587,-0.43508343461547555,1.6306374122745113,0.6755834796672229,0,none,0.09234914,,3.3314047670348965,none
franken,25,1,7,80,1280,6400,0,0,1.7785753616546185,-0.465090158410021,1.5299387578118586,0.713726762252781,0,none,0.017536913,,3.2223443937863165,none
ideal,25,1,8,80,1280,6400,0,0,0.003390185199873407,0.010438336743963439,0.0006295794623293494,-0.007677731006419382,0,none,,,2.3604682485503377,none
particle,25,1,8,80,1280,6400,0,0,1.1349168657402573,-0.44410030072599127,0.9022533961586525,0.676763770307596,0,none,0.075575725,,3.6003868975777973,none
franken,25,1,8,80,1280,6400,0,0,1.2374443280454355,-0.4795286374418977,0.9796217182777471,0.737351247209586,0,none,0.012115524,,3.565460923138128,none
ideal,25,1,9,80,1280,6400,0,0,0.004338307572886715,-0.009484273921901903,0.0012495148494362305,0.012573066645352387,0,none,,,2.0446964250201147,none
particle,25,1,9,80,1280,6400,0,0,1.32045438715106,-0.34261453408996356,1.1239728610866624,0.5390960601543608,0,none,0.060562849,,3.438751790324024,none
franken,25,1,9,80,1280,6400,0,0,1.1919781406373195,-0.4722060056687566,0.9523501138153716,0.7118340324907043,0,none,0.015892223,,3.4423911849434754,none
ideal,25,1,10,80,1280,6400,0,0,0.004412610406502951,0.04148132655842246,0.001145718646042048,-0.03821443479796156,0,none,,,1.4701395726254638,none
particle,25,1,10,80,1280,6400,0,0,2.399605433637943,-0.4426627167609686,2.1729753974473653,0.6692927529515471,0,none,0.088558195,,3.0190672967215786,none
franken,25,1,10,80,1280,6400,0,0,2.730589045365718,-0.457727505467816,2.4866326354974015,0.7016839153361331,0,none,0.012973726,,3.2775254561413,none
finkel,25,1,2,80,1280,6400,1,150,0.17176109095809883,0.384879167613168,0.05058683154795208,-0.2637049082030213,3,bkf.SampleUniform,1.251670382,,1.3691740593545982,bkf.MhSampled
finkel,25,1,3,80,1280,6400,1,167,0.20755233672697637,0.25566112436475297,0.08181278999488001,-0.1299215776326566,3,bkf.SampleUniform,0.775417731,,1.4504749598409896,bkf.MhSampled
finkel,25,1,4,80,1280,6400,1,195,0.7321970429352377,0.7209102762537587,0.3541976235240978,-0.3429108568426189,3,bkf.SampleUniform,0.433893545,,1.5721676258779194,bkf.MhSampled
finkel,25,1,5,80,1280,6400,1,158,0.3293612837087392,0.2768540276465181,0.23324738444112558,-0.18074012837890457,3,bkf.SampleUniform,0.397207604,,1.7633697837413878,bkf.MhSampled
finkel,25,1,6,80,1280,6400,1,141,0.27014393965069433,0.32547643546392746,0.1560118888552855,-0.21134438466851854,3,bkf.SampleUniform,0.41174531,,1.9125240004588673,bkf.MhSampled
finkel,25,1,7,80,1280,6400,1,144,0.232939657116514,0.40376736679477676,0.08035732151213285,-0.2511850311903956,3,bkf.SampleUniform,0.390512654,,2.087790618220323,bkf.MhSampled
finkel,25,1,8,80,1280,6400,1,162,0.1435479996864164,0.2590386114644372,0.05621710822446644,-0.17170772000248724,3,bkf.SampleUniform,0.434439836,,2.403935365544261,bkf.MhSampled
finkel,25,1,9,80,1280,6400,1,159,0.14846164669442333,0.21201061156718062,0.07205771371513409,-0.13560667858789135,3,bkf.SampleUniform,0.815461133,,2.2247494706735353,bkf.MhSampled
finkel,25,1,10,80,1280,6400,1,170,0.6288014887286082,0.5080241882355729,0.4020597194109825,-0.2812824189179472,3,bkf.SampleUniform,0.657376955,,1.699524304769847,bkf.MhSampled
finkel,25,1,2,80,1280,6400,1,170,0.16740784200310332,0.3027458878773704,0.05445437757421277,-0.18979242344847982,9,bkf.SampleUniform,0.807957604,,1.5074732967427733,bkf.MhSampled
finkel,25,1,3,80,1280,6400,1,151,0.14008704387293572,0.26603450003918744,0.03914618478347054,-0.1650936409497223,9,bkf.SampleUniform,0.842743249,,1.5560128926965833,bkf.MhSampled
finkel,25,1,4,80,1280,6400,1,185,0.5702557492712159,0.5623861433526524,0.37520215657891876,-0.3673325506603551,9,bkf.SampleUniform,0.632498378,,1.438707280861598,bkf.MhSampled
finkel,25,1,5,80,1280,6400,1,182,0.291739055982412,0.4329549017391112,0.18192998926385123,-0.32314583502055044,9,bkf.SampleUniform,0.523867183,,1.5717261036566448,bkf.MhSampled
finkel,25,1,6,80,1280,6400,1,160,0.20490499585330144,0.2069151290300752,0.1325209846061066,-0.13453111778288035,9,bkf.SampleUniform,0.633619424,,1.8070982098626243,bkf.MhSampled
finkel,25,1,7,80,1280,6400,1,156,0.2857900580027567,0.5170923993352252,0.11424433073486187,-0.34554667206733036,9,bkf.SampleUniform,0.520286211,,2.002596690001537,bkf.MhSampled
finkel,25,1,8,80,1280,6400,1,169,0.14565657634025175,0.30380484986757694,0.04072317375066293,-0.1988714472779881,9,bkf.SampleUniform,0.443623622,,2.2715927397873172,bkf.MhSampled
finkel,25,1,9,80,1280,6400,1,143,0.22203203154633283,0.39984666577688316,0.09989514432577627,-0.2777097785563266,9,bkf.SampleUniform,0.738198462,,2.213035639109609,bkf.MhSampled
finkel,25,1,10,80,1280,6400,1,176,0.5248738541185931,0.4822550847832048,0.33502541665053964,-0.29240664731515137,9,bkf.SampleUniform,0.461889673,,1.5529463660495606,bkf.MhSampled
finkel,25,1,2,80,1280,6400,70,68503,0.39333362876952777,1.0586368162525333,0.0550182999069463,-0.7203214873899518,3,bkf.SampleUniform,0.804453583,,1.350427148556408,bkf.MhSampled
finkel,25,1,3,80,1280,6400,70,71585,0.5020956323539358,1.2479997170884687,0.05088637000342623,-0.7967904547379592,3,bkf.SampleUniform,0.826866014,,1.268622065831721,bkf.MhSampled
finkel,25,1,4,80,1280,6400,70,58525,0.9323882540148705,1.5422312229129833,0.36017884464584465,-0.9700218135439576,3,bkf.SampleUniform,0.83150198,,1.4936355110737818,bkf.MhSampled
finkel,25,1,5,80,1280,6400,70,72606,0.6532241836666263,1.3889413534670711,0.13412357740520908,-0.8698407472056539,3,bkf.SampleUniform,0.853048818,,1.4766251978845912,bkf.MhSampled
finkel,25,1,6,80,1280,6400,70,70801,0.6380953981215431,1.3437410386983215,0.1310096178256595,-0.8366552584024378,3,bkf.SampleUniform,0.79438476,,1.8037305082717308,bkf.MhSampled
finkel,25,1,7,80,1280,6400,70,69712,0.6082332737948647,1.2963556768498996,0.1610910866286455,-0.8492134896836804,3,bkf.SampleUniform,0.80704052,,2.1319008387580514,bkf.MhSampled
finkel,25,1,8,80,1280,6400,70,72223,0.5615113317516154,1.442260059361642,0.054373423126739755,-0.9351221507367663,3,bkf.SampleUniform,0.900640281,,2.2015496383741606,bkf.MhSampled
finkel,25,1,9,80,1280,6400,70,75337,0.6318678569638758,1.5186940588010647,0.08278791747566937,-0.9696141193128579,3,bkf.SampleUniform,0.862081795,,2.134483887366228,bkf.MhSampled
finkel,25,1,10,80,1280,6400,70,68227,0.699316561523859,1.3529380586689295,0.23734389845356682,-0.8909653955986372,3,bkf.SampleUniform,1.125200237,,1.5805236171624986,bkf.MhSampled
finkel,25,1,2,80,1280,6400,70,74531,0.3657269584357382,1.0165566681677716,0.04603743794173966,-0.696867147673773,9,bkf.SampleUniform,1.219215887,,1.2891593173937628,bkf.MhSampled
finkel,25,1,3,80,1280,6400,70,77866,0.5809256601025983,1.4314156533248108,0.05116599837159456,-0.9016559915938069,9,bkf.SampleUniform,1.145680384,,1.173190591755091,bkf.MhSampled
finkel,25,1,4,80,1280,6400,70,63742,0.9175086817930505,1.5085026475066385,0.313051289338803,-0.9040452550523912,9,bkf.SampleUniform,1.061019228,,1.5638801067776116,bkf.MhSampled
finkel,25,1,5,80,1280,6400,70,76440,0.5990038446790498,1.3590792422601474,0.10462616623467708,-0.8647015638157746,9,bkf.SampleUniform,1.348006499,,1.4265930752440947,bkf.MhSampled
finkel,25,1,6,80,1280,6400,70,75922,0.5801138814352311,1.3155123946666278,0.10808237671555915,-0.8434808899469558,9,bkf.SampleUniform,1.163392679,,1.7044709274081036,bkf.MhSampled
finkel,25,1,7,80,1280,6400,70,73174,0.7477036245429378,1.641591533579885,0.09124047870189192,-0.9851283877388392,9,bkf.SampleUniform,1.196596523,,1.9779916174305872,bkf.MhSampled
finkel,25,1,8,80,1280,6400,70,75254,0.6622727353737733,1.604075951579424,0.04792612821565436,-0.9897293444213051,9,bkf.SampleUniform,1.183353431,,2.2308818901591123,bkf.MhSampled
finkel,25,1,9,80,1280,6400,70,76044,0.5128164352516331,1.1833019457844778,0.07618956257339199,-0.7466750731062367,9,bkf.SampleUniform,1.537030143,,2.0881986346156154,bkf.MhSampled
finkel,25,1,10,80,1280,6400,70,69247,0.8486907781579479,1.6901369780955626,0.15852254643932961,-0.9999687463769444,9,bkf.SampleUniform,1.06186215,,1.4895940702328843,bkf.MhSampled
finkel,25,1,2,80,1280,6400,200,219273,0.396210850714668,1.0813480196432899,0.0424262765639227,-0.7275634454925446,3,bkf.SampleUniform,1.704522185,,1.2667293135997628,bkf.MhSampled
finkel,25,1,3,80,1280,6400,200,230380,0.42999317339742055,1.1562443532166449,0.06081749047634959,-0.7870686702955739,3,bkf.SampleUniform,1.422175838,,1.221121356862424,bkf.MhSampled
finkel,25,1,4,80,1280,6400,200,189587,0.900438742094811,1.4160549687800719,0.38196096423409887,-0.8975771909193597,3,bkf.SampleUniform,1.40261091,,1.557191055795879,bkf.MhSampled
finkel,25,1,5,80,1280,6400,200,226912,0.674726452139148,1.367578066601093,0.1418447302924139,-0.8346963447543592,3,bkf.SampleUniform,1.435630163,,1.572110996941872,bkf.MhSampled
finkel,25,1,6,80,1280,6400,200,224393,0.6620008212897074,1.3232072845509721,0.1756285602433304,-0.8368350235045954,3,bkf.SampleUniform,1.427723948,,1.8535151178870202,bkf.MhSampled
finkel,25,1,7,80,1280,6400,200,217544,0.6995310721073945,1.490599839510596,0.12989426911961796,-0.9209630365228194,3,bkf.SampleUniform,1.783336875,,2.0597059093384957,bkf.MhSampled
finkel,25,1,8,80,1280,6400,200,228561,0.64845037704005,1.4797118441894077,0.10340488816916277,-0.9346663553185205,3,bkf.SampleUniform,1.805364407,,2.394316049019524,bkf.MhSampled
finkel,25,1,9,80,1280,6400,200,228457,0.7487138512128206,1.6212281552914845,0.09568671876523459,-0.9682010228438984,3,bkf.SampleUniform,1.502850925,,2.1639773722262943,bkf.MhSampled
finkel,25,1,10,80,1280,6400,200,210534,0.8574411723496512,1.5034668990455473,0.28334257419209596,-0.9293683008879919,3,bkf.SampleUniform,1.745962204,,1.5608035460020964,bkf.MhSampled
finkel,25,1,2,80,1280,6400,200,239713,0.339647611583354,0.9375519404703052,0.046468867213105176,-0.6443731961000564,9,bkf.SampleUniform,2.313468896,,1.2822345995672961,bkf.MhSampled
finkel,25,1,3,80,1280,6400,200,244223,0.5492102191659074,1.3176361673983399,0.053241698794306916,-0.8216676470267394,9,bkf.SampleUniform,2.212356586,,1.2111376856550018,bkf.MhSampled
finkel,25,1,4,80,1280,6400,200,199029,0.9837143747676683,1.6058784632203333,0.3452151413983025,-0.9673792298509675,9,bkf.SampleUniform,2.490381301,,1.5291269723602317,bkf.MhSampled
finkel,25,1,5,80,1280,6400,200,245022,0.6158138738478166,1.4448657680289245,0.09867240810348489,-0.9277243022845925,9,bkf.SampleUniform,2.529376205,,1.381048140786247,bkf.MhSampled
finkel,25,1,6,80,1280,6400,200,237626,0.5508652994890336,1.260622907056284,0.11743423353904718,-0.8271918411062977,9,bkf.SampleUniform,2.621244826,,1.6649914055729282,bkf.MhSampled
finkel,25,1,7,80,1280,6400,200,234968,0.5283435997209999,1.2357238896844718,0.10919616303999441,-0.8165764530034664,9,bkf.SampleUniform,2.521962073,,1.953557170603067,bkf.MhSampled
finkel,25,1,8,80,1280,6400,200,231590,0.5465129041496819,1.4006361543368442,0.050674032869900756,-0.9047972830570632,9,bkf.SampleUniform,3.388047163,,2.1583753291082273,bkf.MhSampled
finkel,25,1,9,80,1280,6400,200,242456,0.5641628265655966,1.3836613944760112,0.05520382518695226,-0.8747023930973671,9,bkf.SampleUniform,3.19636561,,1.9709204169677759,bkf.MhSampled
finkel,25,1,10,80,1280,6400,200,224620,0.720444072450962,1.3992988600236869,0.1875835717081632,-0.8664383592808882,9,bkf.SampleUniform,2.1459758,,1.5668704805655627,bkf.MhSampled
ideal,25,2,1,80,1280,6400,0,0,0.0038388014626964916,-0.012958694934443626,0.001355357048488953,0.015442139348651164,0,none,,,1.9662796347275706,none
particle,25,2,1,80,1280,6400,0,0,0.0006919537212320926,0.0037089978067355867,0.00015348818009837994,-0.003170532265601874,0,none,,,1.947490240652289,none
franken,25,2,1,80,1280,6400,0,0,0.0035651535425209498,0.008077635392603894,0.00151880038698669,-0.006031282237069632,0,none,,,1.9426663442479104,none
ideal,25,2,2,80,1280,6400,0,0,0.004098802354986451,0.010126407107391489,0.0004966935901803736,-0.0065242983425854145,0,none,,,1.459253160041427,none
particle,25,2,2,80,1280,6400,0,0,1.9195786776835873,-0.5893868879046532,1.6407464171418547,0.8682191484463857,0,none,0.08033216,,2.59852164776327,none
franken,25,2,2,80,1280,6400,0,0,1.9948035899286034,-0.5732818343821795,1.7209009533202415,0.8471844709905414,0,none,0.018134789,,2.586531759189578,none
ideal,25,2,3,80,1280,6400,0,0,0.0036879511050491413,0.0019310227019757042,0.0008767232756850415,0.0008802051273883948,0,none,,,1.4639340658179905,none
particle,25,2,3,80,1280,6400,0,0,2.085063123463582,-0.3929273710188752,1.8796549683712127,0.5983355261112442,0,none,0.085621069,,2.342995230884465,none
franken,25,2,3,80,1280,6400,0,0,1.6639631483554194,-0.4859247859607849,1.4217419191313612,0.7281460151848431,0,none,0.014766092,,2.0440773544342075,none
ideal,25,2,4,80,1280,6400,0,0,0.004835168957579665,0.007777114451571143,0.0007200634050119267,-0.0036620088990034034,0,none,,,1.9687709071692236,none
particle,25,2,4,80,1280,6400,0,0,2.363105282735416,-0.3520875175675666,2.1613274418635395,0.5538653584394431,0,none,0.073199147,,3.2264125043218086,none
franken,25,2,4,80,1280,6400,0,0,1.6786761871040592,-0.4572486395857239,1.435094274440968,0.7008305522488151,0,none,0.013174611,,3.0615767383303227,none
ideal,25,2,5,80,1280,6400,0,0,0.0034927757425518152,0.00044586286793249497,0.001699851233818619,0.001347061640800701,0,none,,,2.4494453040822126,none
particle,25,2,5,80,1280,6400,0,0,1.6710644179893706,-0.32120430990042603,1.4847862830465732,0.5074824448432232,0,none,0.100245961,,3.835695390705325,none
franken,25,2,5,80,1280,6400,0,0,1.5131357383681945,-0.4837363268906921,1.2642248510699718,0.7326472141889147,0,none,0.013298823,,3.765999854002515,none
ideal,25,2,6,80,1280,6400,0,0,0.004220179067312535,0.009966196011180817,0.0015522706474996424,-0.007298287591367925,0,none,,,1.9281025027324146,none
particle,25,2,6,80,1280,6400,0,0,1.2250332828471924,-0.4346113907550163,0.9990939311923195,0.6605507424098894,0,none,0.143983878,,2.810151387977771,none
franken,25,2,6,80,1280,6400,0,0,0.941896342092308,-0.45162752692787256,0.6943516905403525,0.6991721784798279,0,none,0.018672896,,2.629480901850255,none
ideal,25,2,7,80,1280,6400,0,0,0.002901057787500616,0.010253130984570064,0.0007332928270637818,-0.008085366024133228,0,none,,,1.5811457535164657,none
particle,25,2,7,80,1280,6400,0,0,1.2190309950257812,-0.46108356853980115,0.9740735087407244,0.7060410548248583,0,none,0.082849885,,2.8130656797575826,none
franken,25,2,7,80,1280,6400,0,0,1.259124873895723,-0.47661272532858756,1.0108358586900186,0.7249017405342917,0,none,0.013145996,,2.8804423596450386,none
ideal,25,2,8,80,1280,6400,0,0,0.0034688919615144045,0.022875795590777792,0.0005414422370803327,-0.019948345866343718,0,none,,,1.6940239096336556,none
particle,25,2,8,80,1280,6400,0,0,0.8222097667788726,-0.41457848905579414,0.5979129635429353,0.6388752922917313,0,none,0.080653267,,2.4437402552218916,none
franken,25,2,8,80,1280,6400,0,0,0.6919352727375302,-0.47233281939472316,0.44204980327229165,0.7222182888599618,0,none,0.02130228,,2.5092764205989733,none
ideal,25,2,9,80,1280,6400,0,0,0.003676180939829206,0.009987408629652667,0.001054004839337003,-0.007365232529160463,0,none,,,1.5542627992614793,none
particle,25,2,9,80,1280,6400,0,0,1.3790605412643109,-0.42070046208852774,1.1487401856554704,0.6510208176973684,0,none,0.129641463,,2.6107431420126677,none
franken,25,2,9,80,1280,6400,0,0,1.181858512046185,-0.4698922308653826,0.9309364899340492,0.7208142529775187,0,none,0.013936408,,2.508212162039661,none
ideal,25,2,10,80,1280,6400,0,0,0.0036282552348542215,-0.0022884221624650536,0.0014790952288121213,0.004437582168507153,0,none,,,1.4330675662575039,none
particle,25,2,10,80,1280,6400,0,0,0.9411119014456513,-0.48003041666521146,0.6832567069712998,0.7378856111395629,0,none,0.284633328,,2.1232034835312397,none
franken,25,2,10,80,1280,6400,0,0,0.9420167394494454,-0.4674596306648887,0.6824432250090576,0.7270331451052765,0,none,0.012152571,,2.165632564793511,none
finkel,25,2,2,80,1280,6400,1,143,0.18609635230754412,0.23348467496735917,0.06930681147500417,-0.11669513413481925,3,bkf.SampleUniform,0.340133152,,1.5095305685731915,bkf.MhSampled
finkel,25,2,3,80,1280,6400,1,161,0.3091910307015878,0.6091729183133323,0.13359037261287166,-0.43357226022461626,3,bkf.SampleUniform,0.359177438,,1.3413836662204277,bkf.MhSampled
finkel,25,2,4,80,1280,6400,1,188,0.22166182210246294,0.2556084424165762,0.1336865379647672,-0.16763315827888053,3,bkf.SampleUniform,0.343502615,,1.9566306875904407,bkf.MhSampled
finkel,25,2,5,80,1280,6400,1,175,0.23285095826897706,0.2762133443517746,0.1452522031051088,-0.1886145891879063,3,bkf.SampleUniform,0.35564684,,2.5847967252186597,bkf.MhSampled
