model,mod,M,MEquiv,version,dimension,rep,startTime,step,checksum,putime,samptime,klerror,kl,covdiv,meandiv,entropydiv,d01,d02,d03,d04,d05,v0101,v0202,v0303,v0404,v0505,v0102,v0203,v0304,v0405,v0103,v0204,v0305,t01,t02,t03,t04,t05,o01,o02,o03,o04,o05
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,1,4.7006569458621,133.058436166,0,,19.56566825308297,24.25144876718975,0.05347022651938105,-4.73925074062616,0.01575045199922087,0.199187848262393,0.05363854634728504,-0.02998234598385796,0.04982558747649435,0.10103900201053134,0.10075827819501397,0.10256407487769752,0.10187969124718187,0.1010425994590347,0.026829407229274366,0.0262856989496108,0.0274418294247778,0.02633793486920821,-0.038571096843169825,-0.03777584203276415,-0.03782002044528406,7.9351218780374815,7.906680484080733,8.117362901343784,7.918627521537166,7.592277595009691,9.074067406645641,7.008514794860645,9.106920053218564,7.611958098016234,4.334063273180112
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,2,8.96053880452916,121.221796904,0,,38.638583870469496,43.29564978960383,0.16414296956011634,-4.821208888694447,0.25369415639919524,0.2654889947137935,-0.08468157249326858,-0.15155855443209632,0.159030725286037,0.13520164791308903,0.1431796658418549,0.14185601771217193,0.14307090748863627,0.13839365671921552,0.04574405678928122,0.04423319063695318,0.046190284176419474,0.053392714826176864,-0.08247423167201458,-0.08630057065280877,-0.07773177553203675,7.999332802305233,8.117137233646842,8.068314320091334,7.74917853773725,7.55594725681409,7.652921234736041,10.108352946847068,7.697298173318034,7.547128537457454,9.40393648616326
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,3,8.037781687370055,99.144765032,0,,85.23226032299377,90.045202160894,0.1526604682747475,-4.965602306174969,-0.04543647498430836,-0.06424586376418517,0.0016751016438432131,0.11220808059697696,0.16655754203040019,0.18158320255578697,0.19353313378198328,0.19303103944696798,0.19664031127347928,0.19023937986402925,0.06128057663725332,0.06258530486689169,0.06473957110517731,0.07604573453868278,-0.12887746251918922,-0.13443259049792158,-0.12331159960213828,8.208322471256215,8.278034361470231,7.884254935532112,7.514957517246069,7.612593642176302,6.46015524203162,7.3564422925435995,8.265450351851058,6.434377643335924,7.910084432663137
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,4,8.698749121682198,87.873145357,0,,180.3728817642224,185.57621902205165,0.029559149224019185,-5.23289640705325,0.005124699330515625,-0.1380863668549832,-0.046185481333445466,0.13907567849788016,0.22984615572036304,0.20805193513048006,0.23159774803227606,0.2353259162993417,0.2177803593212917,0.21533127369280938,0.059073922050399436,0.08120295279777034,0.0826063839696869,0.08643843342196096,-0.1638714352928364,-0.15355670674003613,-0.1466408199150335,8.530705290210587,8.265257600683512,7.506183680955576,7.319856086744636,7.862802551387643,9.207547643504139,7.278101250034205,8.772898889979318,6.43047356726304,8.815225625788973
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,5,10.701160368915799,86.95418096,0,,304.79555304406057,310.2188299152238,0.04394818129547618,-5.467225052458734,0.22988652114442765,-0.946545075600568,-0.7265703645704118,0.3050270381572311,0.9782631072454446,0.24307710899818757,0.2953864952288698,0.24047864093424395,0.2199393455209832,0.21216259008043536,0.07578475774486067,0.10493323398034433,0.10958092247375385,0.08511508345741871,-0.1733435789610166,-0.14839972276389043,-0.13092057087816383,8.828636715255447,7.898469431353639,6.981738887438552,7.338665637928295,8.37890514210537,8.123883452837457,7.236536701120878,5.205074643701282,6.9975908470549975,10.896016503269173
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,6,8.373496668835017,85.83573429,0,,419.9713443678409,425.3862919415286,0.18094361507744666,-5.595891188765165,-0.7537707208970765,-1.1952810778361105,-0.14176797743278957,0.7964975861184529,0.6874348351431046,0.3096140795783938,0.3199514254384219,0.2583275738059774,0.22104796309652122,0.23446190582341553,0.09363893928929999,0.14530321539087057,0.1191818982328196,0.046258081913664595,-0.18053748468714495,-0.1241627235603987,-0.17439649760645237,8.793793481298158,7.044508769103447,6.532567780938948,7.764581376989653,9.135287537805809,7.397076682347881,4.347985889970985,6.771197243348442,6.722223123671964,8.022749647185975
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,7,10.770372902039838,88.341006672,0,,514.6036031824707,519.7420185545159,0.6800251504767292,-5.818440522521869,-0.3121887722277892,0.09317384962061315,0.32898031716157483,0.2100427943488583,-0.20530295805378707,0.29805095174783636,0.2966053366362781,0.22506358452041028,0.19075583209116828,0.2216698752895571,0.10308271768894714,0.13766994848270925,0.092246663806573,0.03411592605003828,-0.14889486181388767,-0.1165859804038228,-0.17074967464246824,7.9512115023434715,5.833350110280338,6.5046191416478045,8.737611771241408,9.877873429949151,9.319773969175602,7.2446134459606,7.999673915099634,8.791769739317537,11.035460548299014
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,8,9.224285734773355,90.822398487,0,,415.89664306805076,421.4401308503384,0.1657789547846365,-5.709266737072231,0.6916008358162564,0.8773252093629313,0.2769483991723867,-0.5583687364068108,-0.5201838522128899,0.33973709477980446,0.28225889561509293,0.2131557280997357,0.18400375183246848,0.2590984463721517,0.12823339683079693,0.14104451491709713,0.06905123831248552,0.016730487361263972,-0.12746173329249952,-0.12204275990137055,-0.19995922397142044,5.931460493357092,4.817795272003037,7.173621357030733,10.257510372281125,9.911907034179315,7.456105511407756,5.493635708911125,7.515493261790113,9.124855329054023,9.05435906178566
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,9,7.574904047323717,85.466699811,0,,592.7424748032587,598.7676855625202,0.01322714515736917,-6.0384379044188154,1.1015365532446344,0.8235798901607074,0.2179448830480606,-0.7446942279092283,-0.1426864975848181,0.34347386129040985,0.2190519057277579,0.1844596597703507,0.17266664003948445,0.33980557631488667,0.1623451899143736,0.12565367071353756,0.010355928985227515,0.00868512506662575,-0.05923611566793928,-0.13657501138862593,-0.22688091371675081,3.1507820727124347,4.623238846056309,8.679557335776115,11.885644386479276,8.04251023915629,4.381637889976655,5.387883058035678,8.809512133959016,11.782551331952252,7.477305164985486
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,10,2.384868002218984,84.406498695,0,,563.6975904236423,569.7325324561145,0.1557899267877512,-6.190731959260033,0.5746003690352512,0.46775390714590515,0.1781403230204308,-0.5061200053893948,0.046677454073378755,0.26051406087310097,0.18572657509398113,0.1452800331903449,0.21876687892595587,0.4485850050330847,0.19603173233292673,0.09019663482678904,-0.07860560471437503,0.05470706492494018,0.02410419203144401,-0.17859244180829448,-0.2012993855555661,1.2061989996356013,5.108340880784158,11.05273725427224,12.215327003092343,3.4246644318963435,1.3813646556038932,5.030923317175956,10.046490729977194,11.569819184369306,2.2049506880318255
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,11,-2.1985866084057584,86.625089638,0,,405.2721965687925,411.30005837696916,0.09541267963117181,-6.123274487807874,0.10986579891417869,0.12282972523706093,-0.0835881269496479,0.04801872162425447,0.36036434478386425,0.09596433483084482,0.21943118308702808,0.07627866174958171,0.36355675770505325,0.4071939642198984,0.14262376672650962,0.059730018518407056,-0.10463998265760198,0.08048916041607444,0.029467886278204042,-0.1981844783401475,-0.08142505214542017,1.2913700111104056,5.885779661741175,13.533889310580113,9.012167670700522,-2.359927657543535,1.702584072900486,5.303208128724409,13.145015912904498,9.500542472359212,-2.1959786260901533
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,12,-3.9660227794630094,80.33517635,0,,684.3419228758007,690.3505216949512,0.328201149163062,-6.336799968313642,0.017391491149074234,0.30764716596698527,-0.058501786325455996,-0.5402803318283499,0.3075430655566649,0.033191315903892654,0.19193223769049542,0.033165482618158285,0.4688891961947154,0.2638278555363906,0.04823987194090313,-0.0020624942271457378,-0.003221331461658771,-0.03367079883051692,-0.006702406221060777,-0.11663181562045687,-0.03339004524205164,1.3231346039642038,7.314087645150133,14.555886214372306,1.485666197891494,-5.34310045459475,0.72888723807222,5.899677510706933,14.70499301135918,-0.18770342318691413,-3.8167787218032863
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,13,-1.382848218836013,78.625135908,0,,1843.7411665053587,1850.3399197722927,0.2317985927742121,-6.830551859708074,0.48233222477254944,0.854374931868418,-0.44709072026549457,-0.06954250219150637,0.836386626940945,0.09171970758366235,0.21836935279677683,0.0852228017505264,0.22702345821355496,0.21482153925994912,0.1285035507792319,-0.07469874538571225,0.04988668111446209,-0.12746295809181402,-0.04083601459568064,0.016769686681749888,-0.11699870346471357,-0.6101746105474418,7.781416481064745,13.052063739572308,-6.651193622862288,-2.9018301481613165,0.34145029104606595,9.492828961643948,12.895081689618126,-5.658548955654773,-1.3884842355417177
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,14,2.953171409288319,78.666677302,0,,141.8801801023631,147.87317753494958,0.03139773799287909,-6.024395170579352,0.6601958157256422,0.8731192704123103,-0.7864280121806821,-0.018658546237952933,0.09856539234342288,0.13042204991535952,0.23069769546264315,0.2034621568315843,0.04348514717390631,0.12878099081978003,0.14286846294927683,-0.16975575764758175,0.018267707636033106,-0.057556424667278554,-0.1572522853984277,-0.006552899761082352,-0.057799324655747095,-0.19891684895870332,7.317186284857108,9.858673334052547,-10.338325583412598,2.9520732794662123,-0.3048818200912029,8.122677714573976,9.265084320030718,-11.024075722180589,2.9323419799231702
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,15,5.105466350230149,86.189456545,0,,138.28446593634882,144.06049993402561,0.021093430287091215,-5.79712742796389,0.5165312343298138,0.9050190465656769,-1.689390710469247,-0.2497557497910936,-0.9502315711504856,0.14091418939681924,0.11609676085626641,0.3823828816198549,0.028179841784434705,0.1367326001252092,0.013848719704233153,-0.15955042712784928,0.0436388221237295,0.015290642487703546,-0.15116695977448005,-0.032711267899290665,0.17578855359377907,4.549754769996909,7.452962575043976,5.293571154855513,-10.423946107925264,6.24553033897064,4.660864523364119,8.812077862842514,3.580134301913403,-9.818732887420822,5.032031146839247
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,16,4.498059987950912,87.979607613,0,,182.17083893716702,188.07704470400355,0.09140077830799392,-5.997606545144511,-0.25746199313014984,0.28587747192712154,-0.6711794326409752,-0.07999964596960396,-0.5922361427821135,0.11903411625198666,0.07251813214404568,0.339611199811529,0.024808249680262035,0.23766998516318275,-0.07766906909056231,-0.06959250801564126,0.03711288158449897,0.025167597287220636,0.024436917433008132,-0.022243148134862136,0.2817795568790954,9.453008693146657,6.314698884421685,-0.49836311618365764,-9.676817690260364,4.086759904428969,9.586670869148742,7.300894680025566,-0.026634224507202486,-10.44077850496983,4.741071116111806
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,17,-0.7585618584149305,88.018296667,0,,174.6013451132486,180.99210567961637,0.10304258683563845,-6.493803153203405,-0.055723337832908726,0.06192259278454504,0.06782219501217757,0.034408484038181086,0.1408875953373887,0.16633547463669593,0.05974427059572727,0.22983339611113043,0.028374371610377633,0.24416625055118907,-0.08418200941892096,-0.07161748909344393,-0.04027919321822862,-0.040440858668536965,0.16178214853084744,0.008537066609999306,0.2142130385378092,10.495057985152075,4.1934138596639015,-5.06085630870977,-8.211466871527529,-1.552261237691999,10.335050571170799,3.5627882796657353,-3.935649959568889,-7.573254622029938,-0.6445409828454509
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,18,-6.230972157925127,82.907382186,0,,731.0115117406201,739.2354538187055,0.007817528546329493,-8.231759606631716,-0.09028992736286767,0.04091809244712108,-0.05338909252492563,0.08639115507339312,0.10133138408538489,0.1645945486747385,0.01880430334211911,0.13926565781380304,0.13115649549585223,0.10339783747506702,-0.04954812081201581,-0.04747129132916461,-0.11676793663542805,-0.056966810669506145,0.142230054566755,0.034862870624991,0.057515191682832326,8.352558007301306,3.321244231854539,-7.360998212864913,-4.984919215113153,-6.38228219470419,7.290836211570275,1.734805144122941,-7.226645796575941,-4.869888000365767,-6.346854071565519
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,19,-7.6913014283028085,90.042769793,0,,177.0367077804925,184.52802214315443,0.017834665947068482,-7.509149028609028,-0.002027424571185321,-0.005814832913551893,-0.0025244816505232137,0.008589567531523623,0.08905695548774162,0.05928586547369889,0.0055313356891405685,0.06381988217425286,0.2208826120216706,0.08427354596363379,-0.006884311884478415,-0.004852304812521408,-0.10029493414840411,0.05085876750793634,0.053224726026389585,0.010655548157809542,-0.03215191784876565,6.180938656608147,3.362282281357815,-8.220470805267336,-0.24124594320532097,-7.732057917555578,6.382640481029796,5.6909852335667335,-7.847844008839652,-0.22344724508589037,-7.696947847382053
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,20,-7.360946343763115,82.807226254,0,,115.96550522008896,122.91756949248149,0.15741215524903207,-7.109476427641563,-0.033330863567306857,0.07244622123869959,0.014162243746392633,-0.04281759130042584,-0.1379952120930561,0.013932851781435331,0.028734719104336743,0.021342058180136503,0.1503938560480634,0.18244540825802955,-0.003605445404223019,0.01347219148838095,-0.0343058728182414,0.1051134384426569,0.004016651025604272,-0.011428832237658837,-0.040243283607223505,5.7916480275200914,3.2294573307208148,-8.050044571547208,4.282998814139523,-5.567283438505726,3.9120997123064902,3.067393195638641,-9.089162668934902,5.251712037006161,-7.5759572082456135
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,21,-0.5672597408403648,85.129154135,0,,106.08487178807334,113.10107750174625,0.013721387503840995,-7.029927101176743,-0.023099854027726963,-0.014110033219854934,-0.018906741545089645,0.022113240261454337,0.05671828018662106,0.013339697050001821,0.07712242217960237,0.013508235358165177,0.07458355399047853,0.2359221397124632,0.00047062312971368905,0.021820664914541626,0.002373447465001393,0.04303615260624586,0.0010850583604363037,0.01784719965002583,-0.027594584694823857,6.330384146271488,2.2083161920016394,-7.317942915485838,6.871088194867495,-1.0445753490344298,7.411953181594211,2.0242538193907533,-7.760367468559326,6.307622284446953,-0.3997090655013633
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,22,3.751272896520445,82.157045697,0,,116.82194412954806,123.73385070245634,0.06767486742049868,-6.979581440328774,0.028846743118319473,0.18598897153077196,0.025775305266295234,0.16435484066325756,-0.10774220840817827,0.031934515832348846,0.12167930574878055,0.014831915726963487,0.09326174530875438,0.1715139048272507,0.03097165022995471,0.030596300690188066,0.023474811601777498,-0.01827856818262766,0.005008648272798676,0.08398833365215629,-0.014702500887240205,5.953023486592429,-0.06662458870419252,-6.526830128034082,6.870246740569661,3.9634178199084746,6.806529592683772,0.29125234621147367,-7.831987581278121,8.517387182855188,3.6651660306144795
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,23,7.936196907526342,82.176445746,0,,154.38742750807617,160.97048890929187,0.3260400494286134,-6.909101450644327,0.16816200238103773,0.5561429570252301,0.13477504827466014,0.7299590011166615,-0.02556253125782959,0.0779874605550371,0.10306205518581857,0.015070243202836139,0.1576801592222814,0.09215704635490009,0.031177517683601247,0.030546208783676365,0.03616580829511363,-0.0031991779343408483,0.008079397030005132,0.12100548135634234,-0.0023910132296216424,3.949255394435443,-2.6453480632469653,-5.875543056817323,4.759736793698508,7.480799129077052,4.559699391368869,-1.0176139524578356,-5.690459337049445,6.9173306338871345,7.867018860610616
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,24,8.219391093474345,82.347334889,0,,165.61273847246105,172.32788780135948,0.1534172017499823,-6.8685665306484305,-0.014375826748856957,0.21391408103297582,-0.00426155667441197,0.38152279649255694,0.1572966823653399,0.08219910795600477,0.07548373753357868,0.008633910683157582,0.18345750594275234,0.06929355034772083,-0.03597400439212639,0.0024166692665070124,0.017935850695524107,0.04368409597420457,0.012532032934150974,0.08639023929616643,-0.00564576979827009,1.4242655946198701,-3.948373143419879,-5.298082015642743,1.7176293479939895,8.885558793537538,0.5831753507836271,-4.397595937053797,-5.997672618534034,0.984929657491118,7.997043086217239
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,25,8.2183603728077,82.777648606,0,,161.26106715181203,168.00149659541702,0.1449256360861218,-6.885355079691116,0.058888683834980485,-0.0710142131326652,5.213781057111788e-5,0.02325544012762859,-0.035635255620576345,0.04286229533237813,0.11983325726015176,0.014300001951510852,0.15029332576986829,0.07903706511631273,-0.06333737441691331,-0.03260059323802491,-0.010245216554113647,0.0575170154042719,0.018668413961360503,0.049255242950615515,-0.026165671263811145,-0.11292691920714641,-3.751231917570943,-4.598418142558867,-1.1178230100006306,8.947859070384151,1.2751064885653747,-3.808556371757422,-3.6069667641840235,-2.1111872454821605,8.225292811548051
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,26,6.599744112980139,85.273354917,0,,170.1511394132772,177.0239095644562,0.13136973889311235,-7.004139890072117,0.006747731843785992,-0.061561062698840985,0.00013359871144702495,0.07874766027592628,-0.020585589199599852,0.023230581377767495,0.15378133982800357,0.030334234590500515,0.1015384105314864,0.0799543272714545,-0.031255416321916606,-0.060590583400282054,-0.02230329047016111,0.04741068014767682,0.016823991741167582,0.032809264894310596,-0.04402853197907476,-0.24083702353955083,-3.0015836319525584,-3.6752403599016756,-3.1483836321284326,8.497243463128342,-0.6573881185193979,-2.2293050540378805,-4.302389175191556,-2.1376600027002297,6.4837401425802055
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,27,9.222283707922728,82.561170443,0,,216.5822051857486,223.74157406508155,0.047473939862970944,-7.206842819195949,-0.06990784484393198,0.24537938315991825,-0.18962207034368328,0.15795797338925865,0.2035004278525694,0.044332061151475755,0.13583769142959506,0.05100985723847796,0.06396843935789344,0.0679908716730997,0.01083860093903185,-0.07816831415489361,-0.01917152461682121,0.03301679900886003,0.0003873994506859109,0.02361399897605913,-0.05222520991744245,0.5761986816251753,-2.5165959025197067,-2.5931541523621107,-4.296093396989248,7.872773310120552,1.135154369448181,-1.827164240314762,-3.1313297130115783,-3.543292794264076,9.559478353324934
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,28,7.720901960333244,81.461383266,0,,309.631610608452,317.0090727705464,0.06106666703169106,-7.438528829126149,-0.112849055099014,0.14318355661208226,-0.17120959378937406,0.11338584088263914,0.14855207058392939,0.08114034537625146,0.08186834181115964,0.08523714159814426,0.04291252706767932,0.04795660293579685,0.02236698864283406,-0.08090384185278328,0.0009674052736213972,0.016601572313180154,-0.022759949681331406,0.0020551412624525613,-0.04914425299872329,1.697040477546541,-2.5157162250375067,-1.390796743502846,-4.688178893031747,7.182978384047581,1.1988682696892061,-2.6162506642269046,-0.8227480556442337,-3.7281096142457595,7.652583553628916
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,29,6.493157612827718,93.528499552,0,,534.6742427653853,542.4707000364285,0.0203414986834873,-7.816798769726745,-0.09994587721870696,0.10168943885744808,-0.1634607229171243,0.0451946734319737,0.10848305097984667,0.10768091066378588,0.037687328825142204,0.10419738438912655,0.04836351350378569,0.04097483955502036,0.004376808509392641,-0.05903093930274712,0.02933385637108015,0.017582676652078678,-0.03270799246801499,-0.006210205331894327,-0.02993154134522332,2.665216233477366,-2.8097511614732897,-0.052779704775826004,-4.420665141010822,6.559571080420769,2.7451882655961923,-1.7266341758217525,0.7506200239102853,-3.9553387937256677,6.396367686944482
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,30,5.9966148376894335,92.139807422,0,,1063.6396879197164,1071.6102255137496,0.3163522817279569,-8.286889875761027,-0.34279132683143665,0.03812369005385241,0.048813460353122284,0.24355821338747408,0.15908539079395645,0.12654427797282589,0.01727618822870563,0.09771409032658193,0.08325535563021577,0.04757179437122036,-0.012204644460220666,-0.03535614325109596,0.05424807062490827,0.03090589849310412,-0.022725736805332086,-0.005340607212368036,-0.015271484492119434,3.2603297519742904,-3.111191405223925,1.3573960027919225,-3.5284385506654523,6.161818664702398,2.6145668307185823,-3.625554260657249,1.9522989443017293,-0.9974922320243675,5.968491363719433
Bootstrap PF,boot,9765625,3125,2.1,5,1,2019-01-31T19:11:37.159,31,5.311834591823924,84.813631856,0,,1384.602595902634,1392.7653553804314,0.3713005878129494,-8.534060065610525,-0.7070603804048412,0.13705112926685636,-0.05524254744596169,0.48604552083233776,0.3543862033513401,0.1523139063129435,0.011478722020971662,0.07511192005004558,0.12220242175053066,0.04890345042829444,-0.02551454340985144,-0.021820796812771853,0.05369781385183767,0.03554898700262638,-0.001165970182945646,0.004157801130562516,-0.020199213638175176,3.3943895859339843,-3.2390629625715404,2.651009747633433,-2.058194483204533,6.0543042625597385,1.0378342487677648,-4.090061882848628,1.2869059706859232,-0.5358956528467811,5.226071991829259
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,1,4.7006569458621,99.377971137,0,,19.57980797362465,24.26626949926498,0.0534203082799943,-4.739881833920321,0.015754683868978603,0.19936552696988397,0.053986351742743466,-0.029957567579952382,0.049271586173909476,0.10082021044638595,0.10083348479682229,0.10258778087927196,0.10187819720805799,0.10117423227666879,0.026687051024558876,0.026493284905936474,0.027330822779783593,0.0264278312245881,-0.03851668149870908,-0.037777705746432286,-0.03787915044846995,7.9351218780374815,7.906680484080733,8.117362901343784,7.918627521537166,7.592277595009691,9.074067406645641,7.008514794860645,9.106920053218564,7.611958098016234,4.334063273180112
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,2,8.96053880452916,97.784284669,0,,38.65313048802191,43.31019862903187,0.1640587228625903,-4.821126863872554,0.253658284618389,0.2659540438008374,-0.08429305570206225,-0.15192812354883678,0.15838543883164746,0.13513522314517198,0.1433103419126831,0.14186786793412046,0.14315569246659093,0.13837126656599097,0.045856931294168554,0.04430191090500714,0.04612278996974689,0.053452319062024835,-0.08236687619136754,-0.0864113506357058,-0.07771823260789178,7.999332802305233,8.117137233646842,8.068314320091334,7.74917853773725,7.55594725681409,7.652921234736041,10.108352946847068,7.697298173318034,7.547128537457454,9.40393648616326
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,3,8.037781687370055,93.046832082,0,,85.27883127854089,90.09337670275137,0.15243549995045563,-4.966980924160938,-0.045396095553243754,-0.0639995648075562,0.001890984925353223,0.11220018327057169,0.16635084320368954,0.18165368905582657,0.1937550653276639,0.1929244246449195,0.196623648190415,0.18974720648290527,0.061636854000230674,0.06251220312237149,0.06480410610399465,0.07584559723638434,-0.12875954073292054,-0.13456050834124006,-0.12308709011910265,8.208322471256215,8.278034361470231,7.884254935532112,7.514957517246069,7.612593642176302,6.46015524203162,7.3564422925435995,8.265450351851058,6.434377643335924,7.910084432663137
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,4,8.698749121682198,93.351545778,0,,180.5009737888499,185.70599701493305,0.0294367751508978,-5.234460001234016,0.005216488836842004,-0.13754879770940498,-0.04584208998408723,0.13893084904655062,0.22946414051372876,0.2083245937545361,0.23147934220970942,0.23555234607861192,0.2174629050433701,0.21497835306153187,0.05911796357654722,0.08122857721831112,0.08273273054946334,0.08593026550723606,-0.1640936592457969,-0.1533203713054798,-0.1467635301570198,8.530705290210587,8.265257600683512,7.506183680955576,7.319856086744636,7.862802551387643,9.207547643504139,7.278101250034205,8.772898889979318,6.43047356726304,8.815225625788973
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,5,10.701160368915799,107.869063112,0,,304.40567294358533,309.82720754718537,0.043696693253317875,-5.465231296853324,0.23088461577440356,-0.9465867203685487,-0.7272818076407734,0.3047598309302373,0.9789324125486853,0.24360814674972475,0.29610919945810543,0.24067169870822447,0.21997849113741114,0.21272018628239697,0.07596421628498685,0.10520150209487282,0.10943341777634105,0.08519687120032012,-0.17355296384009963,-0.14874239588740848,-0.1313419799780099,8.828636715255447,7.898469431353639,6.981738887438552,7.338665637928295,8.37890514210537,8.123883452837457,7.236536701120878,5.205074643701282,6.9975908470549975,10.896016503269173
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,6,8.373496668835017,103.511676494,0,,419.6127224285826,425.0261099197608,0.18105847208627504,-5.594445963264513,-0.7534601046337421,-1.1956228276758312,-0.14209762683159877,0.7967114160704023,0.6880041506021861,0.310265111803185,0.32061529462123856,0.2589920152257384,0.22080976132502214,0.23495307100749802,0.09356689479580524,0.14593917489572722,0.11915025318851091,0.04592585145700123,-0.18093224589123083,-0.12409254495227925,-0.17516384957427414,8.793793481298158,7.044508769103447,6.532567780938948,7.764581376989653,9.135287537805809,7.397076682347881,4.347985889970985,6.771197243348442,6.722223123671964,8.022749647185975
Bootstrap PF,boot,9765625,3125,2.1,5,2,2019-01-31T19:11:37.159,7,10.770372902039838,93.659061989,0,,514.1649977890332,519.3068424414059,0.6764357100833984,-5.818280362456068,-0.3103901801091009,0.09583428108888192,0.3297860117900129,0.20884071883592448,-0.2066016249079876,0.2979349096585681,0.29632019705179674,0.22475820175483335,0.19061277038769003,0.22201985545236005,0.1029498837238956,0.13745644449227135,0.09195784599463522,0.0343869825781403,-0.14886446996836675,-0.11671287186651139,-0.17073612187669182,7.9512115023434715,5.833350110280338,6.5046191416478045,8.737611771241408,9.877873429949151,9.319773969175602,7.2446134459606,7.999673915099634,8.791769739317537,11.035460548299014
